f,doe2vec_0,doe2vec_1,doe2vec_2,doe2vec_3,doe2vec_4,doe2vec_5,doe2vec_6,doe2vec_7,doe2vec_8,doe2vec_9,doe2vec_10,doe2vec_11,doe2vec_12,doe2vec_13,doe2vec_14,doe2vec_15,doe2vec_16,doe2vec_17,doe2vec_18,doe2vec_19,doe2vec_20,doe2vec_21,doe2vec_22,doe2vec_23,doe2vec_24,doe2vec_25,doe2vec_26,doe2vec_27,doe2vec_28,doe2vec_29,doe2vec_30,doe2vec_31
p10_p14_i5_i5_a0.75,0.085406736,-0.20889758,-1.2343054,0.44065955,0.6058685,-0.09322135,0.16595055,-0.06389761,-0.4392556,-0.17285201,-0.044534698,0.03786452,-0.012043704,0.0908438,-2.1213198,-0.043051425,0.5587731,-0.05126801,0.035304174,0.45343536,-0.18929109,0.7048212,0.11624921,0.047757216,-0.016362283,-1.0797181,0.63964,0.14583787,0.05016936,-1.0935676,0.23459913,0.039201073
p10_p15_i1_i1_a0.25,1.391809,-0.18628357,-0.22715406,0.4029797,-0.19902936,0.0118414145,-0.84298337,-0.1340726,-0.19616014,-1.1396582,-0.08437492,0.01373878,0.023968779,0.01871288,-1.0163558,-0.052271243,0.7060338,-0.08665273,-0.041585788,0.5391862,-0.037986666,-0.4384063,0.00033232756,-0.5347466,-0.019274838,-0.9474584,0.7364957,0.376218,0.04051382,-1.8527933,0.20055716,-0.003754354
p10_p15_i1_i1_a0.5,1.5729674,0.23133282,-0.3176023,0.5768086,-0.1964906,0.007070314,-0.6873732,-0.1199417,-0.22946054,-1.0837264,-0.0780489,0.015682738,0.04679488,0.04564072,-1.0586791,-0.030942898,0.3631804,-0.06871727,-0.04321804,0.42237657,0.02129969,0.43794632,-0.023283912,-0.6734904,0.016750008,-0.98533905,1.0534387,0.34564108,0.059810773,-2.284717,0.36033797,0.0015284074
p10_p15_i1_i1_a0.75,1.5322737,0.5186188,-0.57237005,0.49788943,-0.2753126,-0.008383848,-0.70427436,-0.08844152,-0.33365119,-0.83342654,-0.06784122,0.013456485,0.04307947,0.06413704,-1.1022918,-0.014779485,0.023672372,-0.07080263,-0.028629178,0.25309718,0.3130787,1.0233002,-0.020703433,-0.7684947,0.03804481,-1.217697,1.1673789,0.46889853,0.087802425,-2.405892,0.42828876,0.020708874
p10_p15_i2_i2_a0.25,1.294318,-0.45374155,0.88151395,0.03846684,0.2463268,0.040890884,0.93601555,0.050634883,0.37081006,0.54383886,0.17720464,0.037299674,-0.05122411,0.14956972,-0.026765227,0.038465306,1.4935986,-0.12298436,0.09112905,0.3230275,-1.4153054,0.43822366,-0.06264352,0.2754194,0.039800562,-1.2142395,-3.1161091,0.3227347,-0.022753723,3.0499153,0.27759337,0.08170694
p10_p15_i2_i2_a0.5,0.9282384,-0.28526396,1.1993023,0.09383267,0.25614554,0.022360617,0.6600989,0.048108507,0.39899066,1.3321196,0.17403078,0.024757497,-0.047183417,0.12448637,0.103052676,-0.008366263,0.9187709,-0.12061716,0.08690437,0.27878755,-1.3891549,0.36427438,-0.08262276,-0.45547634,0.030782565,-1.1569307,-3.0926824,0.15086582,-0.000490563,3.4411232,0.47963238,0.09049934
p10_p15_i2_i2_a0.75,0.70912516,-0.16941456,1.1476128,-0.14068593,0.28316888,0.0069201607,0.3089454,0.056091,0.23963365,1.5327852,0.153501,0.01566894,-0.0017900448,0.115428805,0.28932703,-0.027808368,0.5871963,-0.10069557,0.08874203,0.19469643,-1.3812201,0.24611905,-0.077580765,-0.79407305,0.027896639,-1.2214419,-2.786849,0.19003692,-0.010500006,3.3578775,0.63732386,0.095179856
p10_p15_i3_i3_a0.25,0.46883368,0.50243086,0.54595566,0.26921788,-0.57496357,-0.080775306,0.17847824,-0.15400445,-0.62336993,1.0880992,-0.03829216,0.023492213,-0.041856524,0.053212244,-1.0527534,-0.0063730115,-0.77131176,-0.06592661,0.034353852,0.69176954,0.5457431,0.83804196,-0.0034560133,0.7349586,-0.113264754,-1.1387265,-0.081110984,0.6465983,0.09934231,-0.4174997,-0.76775664,0.11299552
p10_p15_i3_i3_a0.5,1.464812,-0.17710184,0.9490197,1.2749456,-0.87082964,-0.05042696,-0.017123416,-0.09906036,-0.4980193,0.6191789,-0.0038064197,-0.0060578426,-0.04056308,0.035930622,-0.551265,-0.05343733,-0.5394331,-0.07799524,-0.016546864,0.5452661,-0.0248207,1.1287234,-0.045145012,0.53307694,-0.106539354,-1.0135701,0.16619875,0.4403876,0.06381245,-0.794892,-0.64926034,0.08531545
p10_p15_i3_i3_a0.75,1.7749314,-0.8614399,0.6119245,1.7569114,-0.5983428,-0.049760707,-0.30904174,-0.088532686,-0.46493503,0.33438858,-0.0033008642,-0.009410508,-0.022396855,0.05616351,-0.334528,-0.055945847,-0.73632336,-0.090251,-0.025908025,0.34534752,-0.001338318,1.4246879,-0.034938537,0.8355816,-0.098863244,-1.1797872,0.5273725,0.5013811,0.050447155,-0.8257569,-0.572093,0.104434125
p10_p15_i4_i4_a0.25,1.2838027,0.34008285,-0.35150832,-0.6256375,0.44644904,0.007630123,-0.50380194,0.03985678,-0.3593648,-0.33687335,-0.004966449,0.018986892,-0.028733138,0.056983545,-0.61382496,-0.013923249,0.55227834,-0.14127916,0.043459535,0.20251304,-0.28952378,0.47592646,-0.009967618,-0.3416318,0.04830017,-1.5696378,-1.1772722,0.91326255,0.037932966,0.029332217,0.4627061,0.053157393
p10_p15_i4_i4_a0.5,1.1199148,0.4408164,-0.4183607,-0.7696973,0.42071384,0.009748286,-0.17531104,0.045493107,-0.4236211,-0.32207698,0.011785593,-0.0151029695,0.0024073878,0.07300973,-0.036991477,0.008245416,0.61150527,-0.10724224,0.04989478,0.315409,-0.51369774,0.051722683,0.0013677124,-0.86673856,0.021569867,-1.3794514,-1.027092,1.0785577,0.038829274,0.17547184,1.024083,0.019435406
p10_p15_i4_i4_a0.75,0.6861406,0.5307447,-0.76187277,-0.6644752,0.12853622,0.019055229,-0.18967336,0.01646449,0.045643896,-0.16858204,-0.024711033,-0.032733124,0.046364143,0.090297505,0.1626519,-0.012006502,0.026739657,-0.08608591,0.04338354,0.29343462,-0.38307685,-0.30148017,0.017680101,-1.0947021,-0.013642733,-1.4536662,-0.1722423,1.3935888,0.060927257,0.35608593,1.5560355,0.01092965
p10_p15_i5_i5_a0.25,0.2418233,0.019430786,-0.649699,0.16626507,0.22500023,0.06582056,-0.1562468,-0.104824394,0.5639925,-0.6833165,-0.045308042,-0.0033754148,0.050171584,0.109443605,-1.1130323,-0.11152912,0.38298693,-0.1008471,-0.0010128915,0.4479559,0.027376369,-1.7522192,0.04041769,-0.7519483,-0.030390754,-1.0568012,0.84435093,0.2839836,0.0019595288,0.56398416,0.47950095,0.038374048
p10_p15_i5_i5_a0.5,0.32347286,0.13903418,-1.037857,0.15778533,0.7701309,-0.008857958,0.14653689,-0.05890437,0.39784494,-0.58941215,-0.037667483,0.03076306,0.014489908,0.10097009,-1.5424707,-0.12398353,0.391777,-0.07213576,0.023550928,0.60654646,-0.40219063,-1.4329078,0.0719362,-0.57953423,-0.018539276,-0.8208388,0.70356673,-0.12002078,0.037091855,0.49023134,0.5409513,0.020467661
p10_p15_i5_i5_a0.75,0.07986659,-0.038765773,-0.94875,0.23585021,0.77323776,-0.050980806,0.22214316,-0.028018828,0.0222269,-0.4130012,-0.017699728,0.038250808,-0.03047885,0.09748988,-1.6348948,-0.08646321,0.52958304,-0.07347721,0.032786623,0.38747704,-0.8323156,-0.28141892,0.08045368,-0.16319263,-0.01540322,-1.1421087,0.29077518,-0.056928903,0.059782036,0.09504866,0.3707397,0.034550693
p10_p16_i1_i1_a0.25,0.93464947,-0.24913369,-0.5442148,-0.30560726,-0.06468018,-0.05040987,-0.07151344,-0.05347422,-0.5917511,-0.13616927,-0.07429928,0.049661785,0.03669841,0.04816806,-1.2172493,0.021973759,1.0897862,-0.0061586667,0.041197926,0.4985997,-0.65912765,0.5101013,0.033198766,-0.28423423,-0.0027845635,-0.3823473,0.6715151,0.6722806,0.016990222,-2.4281216,0.5727601,0.04985906
p10_p16_i1_i1_a0.5,1.4240253,0.30247176,-0.5427916,0.4039004,-0.31182986,-0.017970042,-0.1602626,-0.09575409,-0.59214586,-0.6576629,-0.0904083,0.03401911,0.07214369,0.06695601,-1.1589049,0.023315638,0.6146247,-0.0110241035,0.0022494458,0.3195004,-0.14107224,0.9851747,0.0037782546,-0.5615459,0.018711556,-0.7166828,1.0643625,0.6121238,0.037121493,-2.728486,0.5233204,0.03046105
p10_p16_i1_i1_a0.75,1.5788391,0.58200794,-0.59010094,0.5035775,-0.4168182,-0.018937944,-0.39542064,-0.08631638,-0.46411884,-0.71311617,-0.0844013,0.025237095,0.06331059,0.07353856,-1.1767156,0.015558854,0.10214883,-0.027798915,-0.009401318,0.27520996,0.35616836,1.3028216,-0.016450228,-0.8079249,0.0420578,-1.0228959,1.2002144,0.52104795,0.086833075,-2.8673208,0.55070454,0.027648427
p10_p16_i2_i2_a0.25,1.3124008,0.30256826,1.2621998,0.48324463,0.22672734,-0.008525198,0.23444204,-0.0017348821,0.1847252,0.60282856,0.06777997,0.025519256,-0.0771899,0.08963154,1.105921,-0.11855468,-0.30450776,-0.09836702,-0.016013797,0.34687555,-0.9653817,-1.0602026,-0.12539543,-0.5529023,0.0032858741,-0.38781255,-2.0345268,-0.12938091,0.019755572,2.8390527,0.40918094,0.091409825
p10_p16_i2_i2_a0.5,0.87288713,0.07970947,1.3225985,0.15290925,0.11182338,0.009068173,0.6031468,0.049807146,0.09614614,1.223727,0.12693204,0.012533252,-0.0503391,0.11869295,0.7008192,-0.078409284,-0.51652765,-0.09061152,0.05404064,0.23884648,-1.1976447,-0.700854,-0.094739035,-0.8180038,-0.0004218258,-0.79903287,-2.300163,0.2022207,-0.00011133868,3.4427485,0.5684464,0.07406949
p10_p16_i2_i2_a0.75,0.65689945,0.051772878,0.9699514,-0.21260075,0.03318079,0.016614523,0.28799522,0.062391173,-0.033580452,1.4155179,0.11752848,-0.022482319,0.0006584767,0.12294072,0.41976744,-0.055208765,-0.1741139,-0.09474761,0.07463173,0.11897349,-1.2266636,-0.3406987,-0.05970619,-1.0141063,0.010777004,-1.1705761,-2.281563,0.3349499,-0.017558286,3.2866385,0.6547597,0.08489536
p10_p16_i3_i3_a0.25,1.1222528,0.5010485,-0.70878744,1.0939056,-0.57853556,0.009544773,-0.3264993,-0.0018786518,-0.9927485,0.1531734,-0.045369893,-0.0016008131,-0.034383558,0.05214426,0.07328588,-0.071147,-0.51610434,-0.052053176,-0.015233271,0.35198665,-0.22185689,1.4262686,-0.062926814,0.2699323,0.03580796,-0.31617618,-0.0359212,0.26793832,0.029309236,0.7699404,-0.274621,0.08465506
p10_p16_i3_i3_a0.5,1.7773029,-0.11324586,0.02038537,1.8228751,-0.60502994,-0.018379407,-0.220539,-0.039351523,-0.66511893,-0.003936801,-0.0079176165,-0.015988547,-0.008928106,0.06312823,-0.065219164,-0.06167676,-0.5472852,-0.075680554,-0.018654115,0.29596388,-0.26814225,1.4353805,-0.07594117,0.2776409,-0.01942057,-0.79143673,0.2449172,0.33721858,0.012156629,-0.16910997,-0.37883615,0.10239452
p10_p16_i3_i3_a0.75,1.8396065,-0.6271933,0.13562575,1.7898444,-0.5104513,-0.044003703,-0.3795922,-0.052064206,-0.6046267,0.25819713,-0.00870062,-0.008874019,-0.008417615,0.05427051,-0.19364092,-0.054182086,-0.7455077,-0.086518615,-0.024031462,0.21949166,0.035659716,1.531606,-0.039846025,0.53079826,-0.061186455,-1.138548,0.5231652,0.4340249,0.03526939,-0.70269734,-0.43504298,0.1191211
p10_p16_i4_i4_a0.25,0.6880381,0.6541028,-0.71043456,-1.1159824,-0.06836487,-0.021725534,-1.0658239,-0.06342025,-0.97592914,-0.033732187,0.004767267,0.006623634,0.03361917,0.052682493,-1.2745144,-0.05519848,0.4939278,-0.050774492,0.059320673,0.4142468,-0.3323382,-0.380444,0.012110143,-1.4164124,0.07816254,-0.4743088,0.46795848,0.13073623,0.07519968,1.3408641,0.93333703,0.031017855
p10_p16_i4_i4_a0.5,0.6055705,0.6678473,-0.59943724,-1.1021845,-0.0032143742,0.0078115556,-0.530989,0.019775039,-0.65426916,-0.17368247,0.023215767,-0.023991141,0.009881068,0.057466846,-0.4301263,-0.01465224,0.19249563,-0.051845223,0.043058686,0.4142186,-0.33175218,-0.40591365,-0.003970893,-1.5708622,0.03687154,-0.81827974,0.66680866,0.5397314,0.092868395,0.87901384,1.2968777,-0.028362807
p10_p16_i4_i4_a0.75,0.3308134,0.6122355,-0.7398462,-0.86242557,-0.07103826,0.022170281,-0.3750507,0.016388925,0.20280376,-0.06395359,-0.017181914,-0.038086504,0.031364072,0.08697876,0.37410903,-0.037077148,-0.10466513,-0.05274575,0.022345783,0.33383226,-0.37079495,-0.51649487,0.011742652,-1.2476652,0.0020508748,-1.1913224,0.6865637,1.2322757,0.056941874,0.95527124,1.7725856,-0.03112432
p10_p16_i5_i5_a0.25,-1.3750494,0.8983615,0.098407865,-1.0958339,0.8319083,-0.01404758,0.46513617,-0.041508894,-0.13907272,-0.008969035,-0.09790628,0.08120288,-0.009798384,0.023487013,-0.68532574,-0.049304735,0.4412968,-0.0072784787,0.07084773,0.46788317,-0.58534485,-0.66614366,0.04810512,-0.0055855475,-0.010831289,-0.49271506,0.79975116,-0.35021648,0.037315555,0.39850065,0.37392145,0.0662274
p10_p16_i5_i5_a0.5,-0.74874914,0.485916,-0.37004897,-0.33611336,0.82035285,-0.031968117,0.70168597,-0.02340852,-0.24539892,0.0758573,-0.05620259,0.055346627,-0.012869255,0.04155594,-1.2894224,-0.07244833,0.44457805,-0.035731707,0.055092156,0.45651668,-0.8011394,0.19687328,0.04733544,0.17264102,-0.0020630136,-0.7137437,0.5328812,-0.363619,0.027097598,-0.07121921,0.35941136,0.05464442
p10_p16_i5_i5_a0.75,-0.24850976,0.049160972,-0.7112489,0.08366874,0.7059376,-0.055007517,0.6991621,-0.022700004,-0.29717296,-0.100780606,-0.025826255,0.03703935,-0.014008244,0.06559777,-1.5455284,-0.08534129,0.66370213,-0.06250563,0.040148318,0.34588695,-0.958466,0.6819137,0.056813598,0.06624653,-0.013057038,-1.1023489,0.25191027,-0.11944255,0.04532049,-0.14892416,0.31067842,0.05276261
p10_p17_i1_i1_a0.25,1.4889573,0.020211384,0.024928167,-0.34455165,-0.01608783,0.013473879,0.016789112,-0.06860737,-0.114440024,-0.5324032,-0.075167194,0.061181534,0.030238993,0.05747792,-1.2739701,-0.0535799,0.54231966,-0.053091064,-0.019782662,0.9878916,-0.22072414,-1.8789549,0.005112567,-0.69293,-0.03377958,-0.60959756,0.6305842,0.24765459,0.023417518,-2.0684931,0.3956331,-0.002670385
p10_p17_i1_i1_a0.5,1.7298524,-0.039344355,-0.17503826,0.17895558,-0.37456766,0.0031603212,-0.18563776,-0.10613333,-0.31734818,-0.7734984,-0.06193473,0.035638288,0.047570173,0.060890105,-1.4562256,-0.038627833,0.19159907,-0.038324248,-0.03379897,0.6581158,0.032065153,-0.7372142,0.0047610225,-0.81757224,-0.038541526,-0.87497413,1.1664251,0.35756746,0.04244666,-2.4696884,0.43998933,0.0036148615
p10_p17_i1_i1_a0.75,1.6498624,0.33417934,-0.50006795,0.45648548,-0.4178771,-0.011835888,-0.40816212,-0.09451853,-0.36109823,-0.72381574,-0.05924157,0.014399678,0.051550552,0.0677152,-1.3222011,-0.016515162,0.033201844,-0.055529244,-0.028179897,0.34921855,0.26399785,0.6107613,-0.007733049,-0.8861014,0.0025215284,-1.1831362,1.2883677,0.47389758,0.0801893,-2.5829175,0.474864,0.01614391
p10_p17_i2_i2_a0.25,1.514573,-0.5138702,0.18859619,0.0029795468,-0.321351,0.0055032736,-0.15056592,-0.010601057,-0.0434781,0.07839462,0.07450113,0.012530458,-0.05456578,0.12457694,-0.11073643,-0.104958065,-0.40565208,-0.12477966,0.024083,0.35928863,-0.84005755,-1.4556665,-0.06083043,-0.062376615,-0.04904244,-1.2493118,-1.6202146,0.36495405,0.01706959,2.4599223,0.15202998,0.12893873
p10_p17_i2_i2_a0.5,1.330056,-0.400544,0.42861548,-0.1580222,-0.1752649,0.012337186,0.0827817,0.026239537,0.0061561465,0.6017597,0.109759316,0.014818243,-0.043443434,0.13254341,0.034279108,-0.08580148,-0.58782053,-0.114099525,0.040100962,0.30910224,-0.94227165,-1.2071295,-0.07479164,-0.3667508,-0.02442995,-1.2222089,-1.8352739,0.41635466,0.00272822,2.9423962,0.3545556,0.12712924
p10_p17_i2_i2_a0.75,1.1371629,-0.3133161,0.79106116,-0.36865112,0.067764565,0.017074946,0.36860648,0.07081036,0.12942067,1.4526587,0.14815842,0.011685352,-0.018589884,0.13134618,0.31315446,-0.06248809,-0.5811548,-0.11317892,0.06682935,0.29514068,-1.2232356,-0.9208903,-0.072159454,-0.7618021,-0.0043071825,-1.120328,-2.2806373,0.3690079,-0.01697743,3.5775795,0.62475383,0.112652645
p10_p17_i3_i3_a0.25,-0.6099508,-0.16656096,-0.27899098,-0.061276868,-1.4408782,-0.036764003,-0.5031899,-0.112779945,-0.21367264,0.12917787,-0.07161244,-0.027160618,0.02288554,0.01429978,-0.6068883,-0.07685065,-0.8112638,0.024364755,-0.02120837,0.659064,-0.07854316,0.8205837,0.0527599,-0.47477773,-0.03956208,-0.97934157,3.0488398,0.5330597,0.06665162,1.7196847,-0.4873234,-0.012092377
p10_p17_i3_i3_a0.5,0.5343713,-0.4869945,-0.13254598,0.55222595,-1.3500679,-0.036236458,-0.716857,-0.080024585,-0.12030393,-0.0942083,-0.070469804,-0.039638445,-0.0021449588,0.020444231,-0.53895664,-0.08716481,-0.58904314,-0.030006956,-0.022512438,0.48238653,0.42751962,1.2209573,0.018890815,0.09388398,-0.05967094,-1.093819,2.079332,0.52919555,0.068462595,0.78358775,-0.49868894,0.033398427
p10_p17_i3_i3_a0.75,1.589435,-1.0175754,0.2826151,1.2488385,-0.8943428,-0.0452547,-0.674099,-0.09398976,-0.3138343,0.06817527,-0.022536455,-0.03191317,-0.0026019178,0.030009348,-0.43233806,-0.061352093,-0.6120143,-0.085629374,-0.020728603,0.31677222,0.4740668,1.5162513,-0.0014531445,0.6140976,-0.10007019,-1.2397753,1.1261542,0.54707783,0.06107261,-0.25970358,-0.51652205,0.09342023
p10_p17_i4_i4_a0.25,0.942374,-0.031446055,-0.30710474,0.1959331,-1.1311402,-0.0021631122,-0.5909656,-0.054120418,-1.0304182,0.1603533,-0.018856956,-0.046173025,0.00864898,0.06312159,-0.69466275,-0.023073252,-0.80298436,-0.026430018,-0.012282411,0.6283453,-0.18217635,-1.6085098,0.055006146,-1.6965216,-0.09542841,-0.9615251,1.8614268,1.05207,0.0775165,-0.9102104,1.175207,-0.01847671
p10_p17_i4_i4_a0.5,0.65480554,0.1583598,-0.3542691,-0.11210388,-0.6919277,0.017777964,-0.52766705,-0.044689063,-0.7068765,0.08455913,-0.027468475,-0.07893051,0.011414938,0.08176318,0.11144036,-0.0071816463,-0.57698417,-0.05922193,-0.0055232886,0.45068187,-0.2587614,-1.423346,0.055546552,-1.661506,-0.09568044,-1.2436216,1.2154791,1.4211016,0.06301267,-0.57016236,1.4719272,-0.04313148
p10_p17_i4_i4_a0.75,0.41898632,0.34180918,-0.49414065,-0.39220864,-0.31670845,0.047500223,-0.45629594,-0.03504049,0.0702357,0.023471147,-0.045395836,-0.08479483,0.02163734,0.08926077,0.2941959,-0.029155597,-0.25356832,-0.081798956,0.016770724,0.3039224,-0.21045592,-0.9618258,0.058181874,-1.3532249,-0.062738,-1.4732473,0.8789813,1.5497141,0.059732355,0.06515822,1.6243049,-0.035331402
p10_p17_i5_i5_a0.25,0.097019,-0.852603,-0.38770157,0.35618016,-0.065806724,-0.0042879563,-0.30577505,-0.09737337,0.27168158,-0.9391356,-0.070648775,0.00038071256,0.054913297,0.11859715,-1.3926628,-0.05749779,0.543736,-0.049597003,0.0085261315,0.82181925,0.6783632,-1.9758534,0.06091541,0.19613074,-0.014578091,-0.9071579,0.8945023,0.03283441,-0.05161832,-0.03663131,0.7424131,0.052433185
p10_p17_i5_i5_a0.5,0.20699902,-0.30841112,-0.7682508,0.37591484,0.5267174,-0.05610624,-0.2327952,-0.07508539,0.2781898,-0.6212269,-0.028815065,0.014069286,0.004865018,0.09794496,-1.6417437,-0.059425283,0.8126973,-0.08126253,0.015931208,0.62196666,-0.08642608,-1.048296,0.09140403,-0.18533717,-0.025356438,-1.0979316,0.62892795,-0.027698308,0.03803527,0.031359397,0.5392326,0.03227959
p10_p17_i5_i5_a0.75,0.0071602315,-0.19372399,-0.72101784,0.41520527,0.7398923,-0.05472798,0.23147847,-0.04064542,-0.15955776,-0.5427911,-0.018257745,0.025577899,-0.019357651,0.098411754,-1.6772428,-0.04779565,0.80889094,-0.059069373,0.03373596,0.44493753,-0.5957598,-0.10613045,0.078292914,-0.097769514,-0.009411651,-1.2095376,0.36968902,-0.0074709654,0.052944094,-0.20239641,0.40854132,0.03939403
p10_p18_i1_i1_a0.25,1.4412214,-0.043256447,-0.12614314,-0.25551796,0.21036303,0.019714441,0.08862245,-0.07513365,-0.22786462,-0.7370613,-0.07823017,0.0681435,0.037729863,0.053614553,-1.3981755,-0.02351287,0.5580995,-0.039744474,-0.025959475,0.95560366,-0.08182165,-1.3025258,-0.00022365898,-0.548241,-0.02016731,-0.59515935,0.93524355,0.16717646,0.016223595,-2.2169938,0.41446447,-0.0031410707
p10_p18_i1_i1_a0.5,1.7006173,0.095091745,-0.367204,0.24232498,-0.1928127,0.003858544,-0.19801143,-0.10294916,-0.34541214,-0.91547453,-0.06635103,0.043652184,0.05774696,0.064051524,-1.4545362,-0.016596895,0.13759923,-0.036192212,-0.030769335,0.6426056,0.017726123,-0.10343,-0.015123384,-0.68994385,-0.0032697604,-0.8244275,1.3018261,0.2711804,0.05450771,-2.6153963,0.475291,0.007609036
p10_p18_i1_i1_a0.75,1.6428604,0.43932647,-0.5863516,0.460493,-0.3619292,-0.015015826,-0.34415716,-0.08267881,-0.33819294,-0.72232795,-0.070145644,0.024599068,0.05726509,0.074886054,-1.2954105,-0.0060341675,-0.047855735,-0.047458794,-0.028112797,0.34187704,0.2871177,0.82587874,-0.020736186,-0.83365405,0.023100853,-1.1582898,1.3025998,0.42996287,0.08528484,-2.598124,0.4913115,0.021779682
p10_p18_i2_i2_a0.25,1.2631799,-0.32945228,0.31787843,-0.23587394,-0.3627395,0.0022265753,-0.40998647,-0.036485486,0.11047593,0.4319647,0.07360547,-0.03449751,-0.025015678,0.09283352,-0.21347699,-0.09346832,-0.46183273,-0.14821756,0.030299405,0.11240691,-0.64082843,-1.4359035,-0.026791105,-0.32737103,-0.06899963,-1.5060494,-1.3221965,0.54899365,0.03214734,2.4126713,0.15132503,0.09977019
p10_p18_i2_i2_a0.5,1.1988691,-0.24049546,0.48787895,-0.47003558,-0.26500857,0.009593745,-0.081928395,0.013881948,0.025624365,0.9141177,0.100599565,-0.03162048,-0.02320771,0.10505368,-0.050266385,-0.073709995,-0.56806135,-0.13148329,0.04487721,0.1111964,-0.8805128,-1.2294962,-0.034499727,-0.5368142,-0.04574584,-1.386808,-1.6686462,0.5237302,0.0024536783,2.800887,0.33603168,0.11254799
p10_p18_i2_i2_a0.75,1.0135759,-0.18227081,0.79334915,-0.54517066,-0.0012968034,0.018214945,0.3873112,0.07332213,0.087127775,1.591018,0.1413357,-0.014620624,-0.008810452,0.12707898,0.24231327,-0.05007855,-0.5854155,-0.113961965,0.06889812,0.16621876,-1.2135484,-0.965295,-0.05531501,-0.8105101,-0.012431372,-1.2042499,-2.160845,0.44540784,-0.024102809,3.4577167,0.59688216,0.105865575
p10_p18_i3_i3_a0.25,0.01712817,0.08116132,0.2404257,0.058655918,-1.2681704,-0.04751979,-0.509849,-0.1060693,-0.35283226,0.101344496,-0.0722763,-0.029218547,-0.011896278,0.0018297993,-0.5035403,-0.075341225,-0.6830188,0.023474377,-0.010094633,0.6767412,0.29291216,0.7780326,0.022718962,-0.2784708,-0.053585004,-0.8615296,2.7626455,0.30355594,0.08529881,0.8228663,-0.4663952,-0.0073899245
p10_p18_i3_i3_a0.5,1.2230784,-0.489958,0.47024837,0.8706194,-1.2979493,-0.056297146,-0.5214922,-0.08892447,-0.5058277,-0.06327908,-0.04468484,-0.036662955,-0.0024520531,0.0117935445,-0.33477965,-0.08373918,-0.6738895,-0.03160889,-0.025356619,0.5927121,0.5802288,1.281735,-0.023698276,0.13874033,-0.083644085,-0.89598215,1.7941153,0.35814506,0.07541364,0.13623615,-0.50135666,0.0509986
p10_p18_i3_i3_a0.75,1.7160552,-0.9574531,0.3878477,1.4680617,-0.77900517,-0.05212847,-0.60060275,-0.09061304,-0.46681517,0.15939033,-0.011824258,-0.022063045,-0.009723754,0.033377357,-0.34228778,-0.060534466,-0.74853504,-0.08498573,-0.024931977,0.30384654,0.3407827,1.4857194,-0.016241698,0.6614522,-0.10077777,-1.2125095,0.9616451,0.47082016,0.060280234,-0.5743005,-0.5013928,0.10016124
p10_p18_i4_i4_a0.25,1.075261,-0.14332823,-0.19676019,0.37386987,-0.9062254,-0.011352614,-0.63246334,-0.03243693,-1.021871,0.27092445,-0.024164192,-0.03303077,0.009880679,0.045561504,-0.76753855,-0.022897534,-0.7370933,-0.04097449,-0.01749387,0.66597384,-0.24175578,-1.5775819,0.062005438,-1.6413554,-0.09028292,-0.92162406,1.5438497,0.8543128,0.081641294,-0.8784844,1.1959139,-0.01478204
p10_p18_i4_i4_a0.5,0.7384171,0.16592325,-0.31647474,-0.19054192,-0.5026175,0.01469861,-0.49318072,-0.027724307,-0.62341946,0.13212071,-0.023090802,-0.069348134,0.016876843,0.07307796,0.07562846,-0.0075602653,-0.46996793,-0.06626877,-0.007595299,0.44178027,-0.31438988,-1.354634,0.051690087,-1.5722849,-0.08696625,-1.214119,1.0120497,1.2360287,0.06757712,-0.41485184,1.4398534,-0.039744224
