dataset,model_type,size,seed,measure,threshold,objective,solution
GPQA_CHUNKED,qwen8b,large,20,correlation,p10,1,[27]
IFEval_NOCHUNK,qwen8b,large,50,cosine,p80,1,[19]
GPQA_CHUNKED,nemotron,large,50,cosine,p80,1,[358]
Omni-MATH_CHUNKED,qwen4b,large,20,cosine,p95,7,"[24, 296, 648, 512, 811, 809, 276]"
Omni-MATH_NOCHUNK,qwen4b,large,30,correlation,p90,2,"[24, 86]"
MMLU-Pro,qwen4b,large,50,euclidean,p90,2,"[13, 705]"
IFEval_NOCHUNK,qwen4b,large,30,correlation,p50,1,[19]
GPQA_CHUNKED,qwen4b,large,50,correlation,p80,2,"[1, 343]"
IFEval,e5,small,10,correlation,p10,1,[37]
GPQA_CHUNKED,qwen8b,large,10,correlation,p80,1,[27]
GPQA_CHUNKED,qwen8b,large,40,cosine,p95,2,"[1, 343]"
GPQA,bge,small,20,correlation,p80,3,"[87, 286, 443]"
MMLU-Pro,qwen8b,large,30,cosine,p90,2,"[626, 620]"
MMLU-Pro,nemotron,large,40,cosine,p10,1,[2]
GPQA_NOCHUNK,nemotron,large,20,correlation,p20,1,[1]
GPQA_CHUNKED,qwen8b,large,20,cosine,p90,1,[343]
Omni-MATH,bge,small,40,euclidean,p10,1,[19]
IFEval_NOCHUNK,qwen8b,large,20,cosine,p10,1,[1]
MMLU-Pro,bge,small,40,cosine,p20,1,[696]
MMLU-Pro,gist,small,40,cosine,p90,15,"[140, 602, 709, 766, 563, 777, 1, 423, 128, 335, 750, 0, 0, 0, 1873]"
MMLU-Pro,bge,small,20,cosine,p20,1,[696]
MMLU-Pro,gist,small,50,correlation,p95,52,"[602, 140, 506, 545, 709, 996, 798, 799, 651, 1, 274, 841, 458, 745, 900, 730, 342, 334, 643, 907, 927, 874, 492, 194, 464, 702, 667, 756, 670, 893, 660, 588, 655, 216, 433, 603, 401, 109, 375, 40, 43, 279, 564, 288, 966, 486, 254, 521, 346, 211, 423, 981]"
GPQA_NOCHUNK,qwen4b,large,40,cosine,p50,2,"[201, 301]"
Omni-MATH_CHUNKED,qwen4b,large,40,correlation,p10,1,[7]
GPQA_NOCHUNK,nemotron,large,10,correlation,p80,2,"[1, 257]"
Omni-MATH,e5,small,50,euclidean,p80,2,"[3, 187]"
Omni-MATH,e5,small,30,euclidean,p80,2,"[3, 187]"
Omni-MATH_NOCHUNK,qwen4b,large,40,correlation,p80,2,"[15, 24]"
GPQA_NOCHUNK,nemotron,large,40,correlation,p90,2,"[257, 412]"
GPQA_CHUNKED,qwen8b,large,40,correlation,p50,1,[27]
Omni-MATH_CHUNKED,nemotron,large,40,euclidean,p95,7,"[900, 961, 568, 29, 381, 962, 314]"
GPQA_CHUNKED,qwen4b,large,30,cosine,p80,2,"[1, 343]"
Omni-MATH_NOCHUNK,qwen4b,large,30,euclidean,p95,2,"[5, 24]"
Omni-MATH_CHUNKED,qwen4b,large,10,correlation,p90,2,"[24, 86]"
IFEval_NOCHUNK,qwen8b,large,30,euclidean,p50,1,[18]
IFEval_NOCHUNK,nemotron,large,40,euclidean,p20,1,[109]
IFEval_CHUNKED,nemotron,large,30,cosine,p50,1,[15]
MMLU-Pro,qwen8b,large,10,cosine,p10,1,[9]
GPQA_NOCHUNK,qwen8b,large,50,correlation,p10,1,[27]
GPQA,gist,small,20,cosine,p90,14,"[379, 426, 286, 87, 182, 53, 82, 156, 27, 204, 202, 170, 244, 280]"
GPQA_CHUNKED,qwen4b,large,40,correlation,p10,1,[27]
IFEval_NOCHUNK,qwen4b,large,30,cosine,p50,1,[19]
Omni-MATH,e5,small,30,correlation,p80,2,"[3, 187]"
GPQA_NOCHUNK,qwen4b,large,50,correlation,p10,1,[27]
MMLU-Pro,gist,small,10,correlation,p90,15,"[140, 335, 766, 423, 709, 745, 602, 563, 128, 963, 750, 0, 0, 0, 1873]"
GPQA_CHUNKED,qwen4b,large,50,correlation,p20,1,[182]
IFEval_CHUNKED,qwen8b,large,10,euclidean,p10,1,[1]
MMLU-Pro,gist,small,50,cosine,p20,2,"[1, 798]"
GPQA,gist,small,20,euclidean,p10,1,[44]
MMLU-Pro,bge,small,50,correlation,p90,7,"[884, 602, 366, 575, 648, 884, 49]"
IFEval,gist,small,40,euclidean,p95,6,"[17, 140, 245, 323, 0, 0]"
IFEval_NOCHUNK,qwen4b,large,20,correlation,p95,1,[227]
IFEval_CHUNKED,nemotron,large,30,cosine,p10,1,[5]
Omni-MATH_NOCHUNK,qwen8b,large,10,correlation,p50,1,[59]
GPQA_NOCHUNK,nemotron,large,10,correlation,p95,21,"[257, 320, 196, 1, 412, 435, 425, 114, 308, 219, 290, 15, 402, 278, 324, 398, 98, 300, 251, 84, 42]"
MMLU-Pro,bge,small,30,correlation,p50,2,"[4, 902]"
GPQA_NOCHUNK,qwen8b,large,30,euclidean,p80,1,[27]
Omni-MATH_CHUNKED,qwen8b,large,50,correlation,p10,1,[7]
GPQA_NOCHUNK,qwen8b,large,50,euclidean,p10,1,[4]
MMLU-Pro,nemotron,large,20,correlation,p90,1,[739]
IFEval,e5,small,30,euclidean,p20,1,[185]
IFEval,bge,small,30,correlation,p90,3,"[109, 359, 494]"
IFEval_NOCHUNK,qwen8b,large,40,correlation,p10,1,[1]
GPQA_NOCHUNK,qwen8b,large,20,correlation,p90,1,[27]
MMLU-Pro,e5,small,10,cosine,p95,6,"[572, 830, 728, 0, 0, 0]"
GPQA_CHUNKED,qwen8b,large,50,correlation,p90,1,[343]
Omni-MATH_NOCHUNK,qwen4b,large,40,cosine,p10,1,[7]
Omni-MATH_CHUNKED,nemotron,large,30,euclidean,p80,2,"[900, 568]"
IFEval,bge,small,10,correlation,p20,1,[109]
GPQA,gist,small,40,euclidean,p80,4,"[9, 87, 282, 0]"
Omni-MATH_NOCHUNK,qwen4b,large,20,euclidean,p50,1,[71]
GPQA_CHUNKED,nemotron,large,40,cosine,p90,1,[358]
GPQA_NOCHUNK,qwen8b,large,50,correlation,p50,1,[27]
GPQA,gist,small,10,euclidean,p90,10,"[9, 31, 53, 87, 113, 379, 2033, 0, 1380008192, 32694]"
Omni-MATH_CHUNKED,qwen4b,large,30,cosine,p20,1,[7]
MMLU-Pro,e5,small,30,cosine,p90,3,"[64, 572, 765]"
GPQA,bge,small,50,correlation,p20,1,[214]
Omni-MATH_CHUNKED,qwen8b,large,40,cosine,p95,2,"[1, 281]"
IFEval_CHUNKED,nemotron,large,10,euclidean,p20,1,[9]
GPQA,e5,small,40,correlation,p90,6,"[18, 51, 56, 351, 424, 0]"
GPQA_NOCHUNK,qwen8b,large,40,correlation,p50,1,[27]
MMLU-Pro,qwen4b,large,10,cosine,p95,38,"[464, 93, 709, 620, 536, 313, 481, 257, 197, 426, 487, 489, 541, 177, 692, 889, 179, 378, 17, 497, 760, 725, 66, 628, 152, 75, 41, 808, 614, 223, 779, 452, 875, 923, 732, 98, 920, 919]"
Omni-MATH_NOCHUNK,qwen8b,large,50,correlation,p20,1,[7]
GPQA_CHUNKED,nemotron,large,30,euclidean,p95,1,[358]
IFEval_CHUNKED,nemotron,large,10,cosine,p80,1,[245]
IFEval_CHUNKED,qwen8b,large,30,euclidean,p90,1,[19]
Omni-MATH_CHUNKED,qwen8b,large,20,euclidean,p80,1,[281]
IFEval_NOCHUNK,qwen4b,large,10,cosine,p95,1,[227]
GPQA_NOCHUNK,nemotron,large,50,correlation,p95,21,"[257, 320, 196, 1, 412, 435, 425, 114, 308, 219, 290, 15, 402, 278, 324, 398, 98, 300, 251, 84, 42]"
Omni-MATH_NOCHUNK,nemotron,large,40,cosine,p80,1,[149]
Omni-MATH_CHUNKED,qwen4b,large,10,cosine,p90,2,"[24, 86]"
Omni-MATH_CHUNKED,nemotron,large,50,cosine,p80,2,"[900, 854]"
MMLU-Pro,gist,small,20,euclidean,p95,47,"[140, 602, 924, 709, 545, 799, 486, 689, 342, 274, 408, 841, 745, 643, 46, 927, 635, 42, 447, 65, 260, 744, 109, 40, 603, 359, 588, 34, 92, 433, 375, 86, 451, 660, 756, 464, 279, 798, 867, 506, 367, 651, 33, 249, 282, 492, 335]"
MMLU-Pro,gist,small,20,euclidean,p10,2,"[1, 798]"
IFEval,bge,small,40,correlation,p50,1,[359]
Omni-MATH,e5,small,50,cosine,p95,6,"[187, 551, 157, 904, 839, 657]"
IFEval_CHUNKED,qwen8b,large,20,euclidean,p90,1,[19]
GPQA,e5,small,10,cosine,p95,24,"[106, 289, 229, 424, 429, 351, 51, 244, 257, 31, 295, 18, 234, 340, 65, 444, 235, 365, 71, 160, 423, 145, 417, 407]"
Omni-MATH_NOCHUNK,qwen8b,large,40,euclidean,p80,1,[281]
IFEval_CHUNKED,qwen8b,large,40,euclidean,p20,1,[1]
GPQA,e5,small,30,cosine,p90,6,"[18, 51, 56, 351, 424, 0]"
Omni-MATH_NOCHUNK,nemotron,large,10,cosine,p80,1,[149]
IFEval,bge,small,10,euclidean,p20,1,[109]
GPQA_NOCHUNK,qwen4b,large,10,euclidean,p90,2,"[4, 201]"
GPQA_NOCHUNK,qwen8b,large,10,euclidean,p50,1,[27]
MMLU-Pro,e5,small,20,euclidean,p95,5,"[23, 765, 905, 996, 38482480]"
Omni-MATH_NOCHUNK,nemotron,large,10,cosine,p95,1,[906]
Omni-MATH_CHUNKED,qwen8b,large,50,cosine,p95,2,"[1, 281]"
GPQA_NOCHUNK,qwen8b,large,10,euclidean,p80,1,[27]
IFEval_NOCHUNK,qwen4b,large,40,euclidean,p50,1,[19]
GPQA,bge,small,30,euclidean,p90,7,"[215, 228, 268, 0, 0, 0, 33]"
IFEval,gist,small,50,correlation,p50,2,"[121, 359]"
Omni-MATH,e5,small,40,cosine,p50,2,"[1, 657]"
GPQA_CHUNKED,nemotron,large,40,cosine,p80,1,[358]
GPQA,bge,small,30,correlation,p20,1,[214]
Omni-MATH,gist,small,40,correlation,p50,2,"[11, 773]"
Omni-MATH_NOCHUNK,nemotron,large,10,correlation,p10,1,[10]
GPQA_CHUNKED,nemotron,large,50,cosine,p95,1,[358]
Omni-MATH_CHUNKED,qwen8b,large,10,cosine,p20,1,[7]
IFEval_CHUNKED,qwen8b,large,10,euclidean,p90,1,[19]
MMLU-Pro,qwen4b,large,50,euclidean,p10,1,[4]
Omni-MATH_NOCHUNK,qwen4b,large,20,correlation,p90,2,"[24, 86]"
GPQA,gist,small,20,cosine,p10,1,[44]
IFEval_CHUNKED,qwen8b,large,50,cosine,p50,1,[19]
GPQA_NOCHUNK,nemotron,large,10,euclidean,p20,1,[1]
GPQA,gist,small,20,correlation,p80,4,"[34, 87, 282, 0]"
Omni-MATH_NOCHUNK,qwen4b,large,10,cosine,p90,2,"[24, 86]"
MMLU-Pro,e5,small,10,correlation,p10,1,[5]
MMLU-Pro,bge,small,20,cosine,p95,41,"[602, 996, 140, 205, 739, 690, 366, 766, 741, 843, 722, 830, 884, 26, 648, 820, 22, 69, 575, 172, 420, 705, 323, 314, 526, 494, 963, 546, 778, 288, 241, 718, 670, 763, 279, 401, 474, 603, 104, 619, 655]"
GPQA_NOCHUNK,nemotron,large,10,correlation,p50,1,[1]
MMLU-Pro,e5,small,50,correlation,p90,3,"[5, 572, 765]"
Omni-MATH_CHUNKED,qwen4b,large,30,cosine,p90,2,"[24, 86]"
IFEval,e5,small,10,euclidean,p20,1,[185]
GPQA_CHUNKED,nemotron,large,10,cosine,p10,1,[15]
IFEval_CHUNKED,qwen8b,large,20,cosine,p90,1,[19]
IFEval_NOCHUNK,qwen8b,large,30,cosine,p80,1,[19]
IFEval_NOCHUNK,qwen4b,large,10,euclidean,p95,2,"[7, 227]"
GPQA,gist,small,30,correlation,p10,1,[44]
MMLU-Pro,gist,small,20,cosine,p50,2,"[1, 709]"
MMLU-Pro,nemotron,large,40,correlation,p95,2,"[96, 739]"
IFEval_CHUNKED,qwen8b,large,10,cosine,p95,1,[185]
GPQA,e5,small,10,euclidean,p20,1,[424]
GPQA,gist,small,40,euclidean,p50,2,"[102, 286]"
IFEval_CHUNKED,qwen4b,large,30,euclidean,p20,1,[19]
IFEval_NOCHUNK,qwen4b,large,10,cosine,p20,1,[1]
MMLU-Pro,bge,small,40,euclidean,p10,1,[22]
MMLU-Pro,nemotron,large,10,euclidean,p80,1,[221]
GPQA,e5,small,40,cosine,p80,2,"[51, 106]"
IFEval,e5,small,30,correlation,p20,1,[185]
MMLU-Pro,qwen4b,large,40,cosine,p80,2,"[8, 829]"
Omni-MATH_CHUNKED,qwen4b,large,50,correlation,p50,1,[149]
IFEval,bge,small,30,euclidean,p80,2,"[109, 359]"
GPQA_CHUNKED,nemotron,large,10,cosine,p20,1,[16]
GPQA_NOCHUNK,qwen8b,large,10,correlation,p95,1,[343]
GPQA,e5,small,40,cosine,p20,1,[429]
IFEval,gist,small,40,cosine,p90,3,"[245, 311, 359]"
GPQA,gist,small,30,euclidean,p50,2,"[102, 286]"
IFEval_NOCHUNK,qwen8b,large,50,euclidean,p10,1,[1]
Omni-MATH_CHUNKED,qwen8b,large,20,euclidean,p50,1,[33]
IFEval,bge,small,30,correlation,p10,1,[109]
IFEval_CHUNKED,qwen4b,large,20,euclidean,p80,1,[19]
MMLU-Pro,bge,small,40,euclidean,p50,2,"[4, 902]"
GPQA_CHUNKED,qwen4b,large,40,cosine,p90,2,"[1, 343]"
Omni-MATH,gist,small,10,euclidean,p50,2,"[11, 773]"
IFEval,gist,small,50,euclidean,p20,1,[245]
Omni-MATH,e5,small,40,correlation,p90,3,"[137, 187, 904]"
IFEval,e5,small,10,correlation,p20,1,[185]
GPQA_NOCHUNK,qwen4b,large,40,euclidean,p95,2,"[4, 27]"
IFEval,e5,small,30,cosine,p20,1,[185]
MMLU-Pro,qwen8b,large,30,cosine,p20,1,[276]
Omni-MATH_NOCHUNK,qwen4b,large,30,cosine,p80,2,"[15, 24]"
Omni-MATH,bge,small,20,correlation,p90,3,"[134, 306, 772]"
MMLU-Pro,qwen4b,large,30,cosine,p50,2,"[46, 829]"
IFEval_NOCHUNK,nemotron,large,20,correlation,p80,3,"[6, 109, 312]"
IFEval,bge,small,20,cosine,p95,6,"[359, 222, 494, 185, 313, 364]"
IFEval_CHUNKED,qwen8b,large,30,correlation,p50,1,[19]
Omni-MATH_CHUNKED,nemotron,large,50,cosine,p10,1,[19]
MMLU-Pro,qwen8b,large,50,cosine,p20,1,[276]
GPQA_CHUNKED,qwen4b,large,30,euclidean,p90,2,"[4, 201]"
GPQA,bge,small,30,cosine,p10,1,[17]
IFEval_CHUNKED,qwen8b,large,10,cosine,p10,1,[1]
Omni-MATH_NOCHUNK,nemotron,large,50,cosine,p95,1,[906]
MMLU-Pro,nemotron,large,20,correlation,p20,1,[8]
IFEval_CHUNKED,qwen8b,large,50,euclidean,p10,1,[1]
MMLU-Pro,gist,small,50,euclidean,p50,2,"[602, 759]"
Omni-MATH,e5,small,10,euclidean,p80,2,"[3, 187]"
GPQA_NOCHUNK,qwen4b,large,10,cosine,p20,1,[122]
GPQA,gist,small,40,correlation,p20,2,"[2, 31]"
GPQA_CHUNKED,qwen8b,large,40,cosine,p10,1,[27]
GPQA_NOCHUNK,nemotron,large,50,euclidean,p50,1,[1]
Omni-MATH_NOCHUNK,nemotron,large,10,correlation,p95,1,[906]
MMLU-Pro,qwen8b,large,40,euclidean,p80,1,[185]
MMLU-Pro,e5,small,50,correlation,p10,1,[5]
IFEval_CHUNKED,qwen8b,large,40,correlation,p50,1,[19]
GPQA_NOCHUNK,qwen4b,large,50,euclidean,p50,1,[201]
Omni-MATH_NOCHUNK,nemotron,large,10,euclidean,p95,1,[906]
IFEval_NOCHUNK,qwen4b,large,50,cosine,p90,1,[185]
IFEval_CHUNKED,qwen4b,large,20,cosine,p95,1,[227]
Omni-MATH_NOCHUNK,nemotron,large,20,euclidean,p10,1,[10]
MMLU-Pro,qwen8b,large,30,euclidean,p95,2,"[460, 626]"
MMLU-Pro,nemotron,large,10,correlation,p90,1,[739]
MMLU-Pro,qwen4b,large,50,cosine,p50,2,"[46, 829]"
IFEval_NOCHUNK,qwen4b,large,30,euclidean,p80,1,[19]
MMLU-Pro,qwen4b,large,10,correlation,p95,40,"[464, 93, 709, 620, 487, 197, 452, 489, 481, 152, 497, 541, 536, 378, 313, 875, 66, 808, 41, 75, 889, 893, 779, 78, 760, 179, 177, 223, 732, 725, 919, 920, 923, 98, 692, 257, 17, 628, 426, 614]"
IFEval_CHUNKED,qwen4b,large,10,correlation,p10,1,[1]
GPQA_NOCHUNK,qwen4b,large,30,cosine,p10,1,[27]
GPQA,gist,small,10,euclidean,p80,4,"[9, 87, 282, 0]"
MMLU-Pro,gist,small,30,correlation,p20,2,"[1, 798]"
IFEval_CHUNKED,qwen4b,large,20,correlation,p80,1,[185]
Omni-MATH_NOCHUNK,qwen4b,large,40,euclidean,p90,2,"[5, 24]"
MMLU-Pro,bge,small,10,euclidean,p95,30,"[602, 996, 739, 205, 843, 366, 722, 797, 26, 478, 884, 830, 820, 37, 373, 538, 39, 131, 582, 963, 763, 401, 104, 655, 670, 241, 109, 526, 546, 902]"
MMLU-Pro,bge,small,50,euclidean,p50,2,"[4, 902]"
IFEval_CHUNKED,qwen4b,large,10,euclidean,p95,2,"[7, 227]"
MMLU-Pro,gist,small,20,correlation,p80,5,"[140, 799, 506, 602, 58]"
GPQA_CHUNKED,qwen4b,large,30,correlation,p90,2,"[1, 343]"
Omni-MATH_CHUNKED,qwen4b,large,50,correlation,p10,1,[7]
MMLU-Pro,e5,small,30,euclidean,p90,2,"[572, 765]"
MMLU-Pro,qwen4b,large,40,correlation,p20,1,[13]
GPQA_CHUNKED,nemotron,large,30,correlation,p95,1,[358]
IFEval_CHUNKED,nemotron,large,20,cosine,p95,24,"[245, 530, 196, 407, 367, 393, 331, 342, 23, 93, 34, 257, 36, 250, 425, 186, 455, 180, 179, 510, 470, 481, 505, 100]"
IFEval,e5,small,40,cosine,p20,1,[185]
MMLU-Pro,e5,small,40,euclidean,p90,2,"[572, 765]"
IFEval_NOCHUNK,qwen4b,large,20,correlation,p20,1,[1]
MMLU-Pro,nemotron,large,50,correlation,p90,1,[739]
GPQA_CHUNKED,qwen4b,large,50,cosine,p50,2,"[201, 301]"
IFEval,e5,small,10,correlation,p90,2,"[10, 494]"
Omni-MATH_NOCHUNK,qwen8b,large,40,correlation,p80,1,[281]
IFEval_NOCHUNK,qwen8b,large,10,euclidean,p20,1,[1]
MMLU-Pro,e5,small,40,cosine,p50,2,"[5, 624]"
GPQA,e5,small,10,correlation,p50,1,[429]
MMLU-Pro,qwen4b,large,20,euclidean,p90,2,"[13, 705]"
MMLU-Pro,bge,small,30,cosine,p80,3,"[26, 739, 884]"
IFEval_CHUNKED,nemotron,large,40,correlation,p10,1,[5]
MMLU-Pro,nemotron,large,50,cosine,p80,1,[221]
GPQA_NOCHUNK,nemotron,large,50,correlation,p90,2,"[257, 412]"
MMLU-Pro,bge,small,40,euclidean,p90,7,"[602, 884, 722, 766, 575, 884, 49]"
Omni-MATH,gist,small,20,correlation,p20,2,"[1, 460]"
IFEval_NOCHUNK,qwen4b,large,30,euclidean,p50,1,[19]
GPQA,bge,small,20,cosine,p90,10,"[286, 443, 289, 41, 370, 228, 56, 268, 31, 143]"
IFEval,e5,small,10,cosine,p10,1,[37]
Omni-MATH_CHUNKED,qwen4b,large,30,cosine,p80,2,"[15, 24]"
IFEval,e5,small,50,cosine,p10,1,[37]
MMLU-Pro,e5,small,50,correlation,p20,1,[5]
GPQA_CHUNKED,qwen4b,large,40,euclidean,p90,2,"[4, 201]"
IFEval_NOCHUNK,qwen4b,large,50,correlation,p95,1,[227]
IFEval,bge,small,50,correlation,p20,1,[109]
GPQA_NOCHUNK,nemotron,large,30,euclidean,p80,2,"[257, 404]"
MMLU-Pro,gist,small,50,cosine,p90,15,"[140, 423, 1, 128, 602, 766, 709, 563, 335, 588, 750, 0, 0, 0, 1873]"
GPQA_NOCHUNK,nemotron,large,40,cosine,p10,1,[1]
GPQA,gist,small,30,euclidean,p95,31,"[379, 286, 299, 170, 426, 282, 87, 196, 362, 9, 228, 296, 153, 300, 383, 53, 374, 156, 174, 122, 442, 115, 138, 375, 250, 370, 202, 27, 99, 329, 204]"
GPQA_CHUNKED,qwen8b,large,50,euclidean,p50,1,[27]
GPQA_CHUNKED,qwen8b,large,50,correlation,p95,2,"[1, 343]"
IFEval_NOCHUNK,qwen8b,large,10,correlation,p95,1,[185]
IFEval,gist,small,50,euclidean,p90,3,"[245, 282, 359]"
GPQA_CHUNKED,qwen4b,large,30,cosine,p90,2,"[1, 343]"
IFEval_NOCHUNK,qwen4b,large,10,correlation,p20,1,[1]
IFEval,bge,small,30,euclidean,p50,1,[359]
MMLU-Pro,gist,small,10,correlation,p80,5,"[140, 799, 506, 602, 58]"
GPQA_CHUNKED,qwen4b,large,40,euclidean,p50,1,[85]
GPQA,e5,small,10,euclidean,p95,20,"[106, 289, 229, 429, 424, 351, 51, 257, 295, 18, 235, 234, 145, 417, 160, 340, 65, 365, 444, 31]"
IFEval_NOCHUNK,qwen8b,large,50,correlation,p50,1,[19]
GPQA_NOCHUNK,qwen4b,large,50,cosine,p90,2,"[1, 27]"
MMLU-Pro,gist,small,40,euclidean,p80,5,"[140, 423, 545, 799, 0]"
GPQA,bge,small,10,euclidean,p10,1,[17]
MMLU-Pro,gist,small,30,euclidean,p20,2,"[1, 798]"
Omni-MATH,bge,small,10,correlation,p10,1,[19]
GPQA,e5,small,30,correlation,p10,1,[31]
GPQA_NOCHUNK,nemotron,large,20,euclidean,p20,1,[1]
Omni-MATH_NOCHUNK,nemotron,large,30,correlation,p80,1,[149]
IFEval,e5,small,40,euclidean,p90,2,"[44, 494]"
Omni-MATH,gist,small,10,correlation,p50,2,"[11, 773]"
Omni-MATH_NOCHUNK,qwen8b,large,40,correlation,p90,1,[281]
MMLU-Pro,bge,small,30,euclidean,p80,3,"[26, 739, 884]"
IFEval_CHUNKED,nemotron,large,30,euclidean,p95,14,"[245, 530, 196, 34, 425, 331, 23, 36, 180, 250, 407, 122, 510, 470]"
Omni-MATH_CHUNKED,nemotron,large,30,euclidean,p95,7,"[900, 961, 568, 29, 381, 962, 314]"
Omni-MATH_CHUNKED,nemotron,large,40,correlation,p10,1,[19]
GPQA,gist,small,30,euclidean,p20,2,"[2, 31]"
Omni-MATH_CHUNKED,nemotron,large,40,cosine,p20,1,[32]
Omni-MATH,bge,small,30,correlation,p80,2,"[12, 772]"
IFEval_CHUNKED,qwen4b,large,10,cosine,p95,1,[227]
GPQA_CHUNKED,nemotron,large,20,euclidean,p90,1,[358]
IFEval_CHUNKED,qwen4b,large,40,euclidean,p10,1,[1]
GPQA_NOCHUNK,qwen8b,large,30,correlation,p95,1,[343]
IFEval,e5,small,10,correlation,p95,2,"[494, 359]"
MMLU-Pro,e5,small,20,cosine,p50,2,"[5, 624]"
MMLU-Pro,gist,small,40,correlation,p50,2,"[651, 996]"
Omni-MATH_NOCHUNK,nemotron,large,10,euclidean,p20,1,[10]
Omni-MATH,bge,small,50,correlation,p80,2,"[12, 772]"
IFEval_NOCHUNK,qwen4b,large,40,correlation,p90,1,[185]
Omni-MATH_CHUNKED,qwen8b,large,40,correlation,p50,1,[59]
Omni-MATH,e5,small,50,correlation,p10,1,[10]
IFEval,gist,small,10,correlation,p10,1,[69]
MMLU-Pro,gist,small,40,cosine,p10,2,"[1, 798]"
IFEval,bge,small,50,cosine,p95,6,"[359, 222, 494, 185, 313, 364]"
Omni-MATH,bge,small,30,correlation,p90,3,"[134, 306, 772]"
IFEval_NOCHUNK,nemotron,large,10,correlation,p80,3,"[6, 109, 312]"
GPQA,e5,small,20,euclidean,p20,1,[424]
Omni-MATH,gist,small,40,euclidean,p80,3,"[295, 583, 773]"
Omni-MATH,bge,small,20,euclidean,p10,1,[19]
MMLU-Pro,qwen8b,large,10,cosine,p80,2,"[2, 626]"
IFEval_CHUNKED,qwen4b,large,40,euclidean,p80,1,[19]
MMLU-Pro,bge,small,50,cosine,p90,7,"[884, 602, 366, 575, 648, 884, 49]"
GPQA_NOCHUNK,qwen4b,large,10,cosine,p90,2,"[1, 27]"
GPQA_NOCHUNK,qwen4b,large,40,cosine,p90,2,"[1, 27]"
MMLU-Pro,qwen8b,large,10,euclidean,p95,2,"[460, 626]"
Omni-MATH_CHUNKED,qwen8b,large,50,correlation,p20,1,[7]
IFEval_NOCHUNK,qwen8b,large,40,euclidean,p10,1,[1]
Omni-MATH,e5,small,20,correlation,p20,1,[136]
GPQA_CHUNKED,nemotron,large,40,euclidean,p80,1,[358]
GPQA,gist,small,40,euclidean,p95,31,"[379, 286, 299, 170, 426, 282, 87, 196, 362, 9, 228, 296, 153, 300, 383, 53, 374, 156, 174, 122, 442, 115, 138, 375, 250, 370, 202, 27, 99, 329, 204]"
Omni-MATH_NOCHUNK,qwen4b,large,20,euclidean,p20,1,[7]
Omni-MATH_CHUNKED,nemotron,large,10,cosine,p10,1,[19]
MMLU-Pro,e5,small,20,correlation,p80,2,"[71, 765]"
IFEval_CHUNKED,qwen4b,large,50,cosine,p20,1,[1]
IFEval,bge,small,10,euclidean,p80,2,"[109, 359]"
Omni-MATH,bge,small,20,correlation,p20,1,[19]
GPQA_CHUNKED,nemotron,large,20,euclidean,p80,1,[358]
Omni-MATH,e5,small,40,cosine,p95,6,"[187, 551, 157, 904, 839, 657]"
IFEval_NOCHUNK,qwen4b,large,30,cosine,p95,1,[227]
MMLU-Pro,qwen8b,large,30,correlation,p10,1,[9]
GPQA_CHUNKED,qwen4b,large,50,correlation,p90,2,"[1, 343]"
Omni-MATH_CHUNKED,qwen4b,large,10,euclidean,p10,1,[7]
MMLU-Pro,qwen4b,large,20,euclidean,p95,2,"[13, 705]"
Omni-MATH,e5,small,40,euclidean,p50,2,"[64, 498]"
IFEval_CHUNKED,qwen4b,large,50,cosine,p50,1,[19]
Omni-MATH_NOCHUNK,qwen8b,large,30,cosine,p80,1,[281]
IFEval_NOCHUNK,qwen8b,large,10,euclidean,p10,1,[1]
IFEval_NOCHUNK,nemotron,large,40,euclidean,p10,1,[53]
Omni-MATH_NOCHUNK,nemotron,large,40,euclidean,p20,1,[10]
MMLU-Pro,gist,small,10,euclidean,p10,2,"[1, 798]"
GPQA_NOCHUNK,nemotron,large,40,correlation,p95,21,"[257, 320, 196, 1, 412, 435, 425, 114, 308, 219, 290, 15, 402, 278, 324, 398, 98, 300, 251, 84, 42]"
Omni-MATH,e5,small,30,cosine,p20,1,[136]
IFEval_CHUNKED,qwen4b,large,30,correlation,p50,1,[19]
MMLU-Pro,gist,small,10,euclidean,p50,2,"[602, 759]"
IFEval_CHUNKED,qwen4b,large,50,correlation,p90,1,[227]
GPQA,e5,small,20,correlation,p50,1,[429]
IFEval_NOCHUNK,nemotron,large,40,correlation,p95,14,"[109, 185, 312, 212, 424, 280, 459, 517, 316, 362, 349, 403, 78, 462]"
IFEval,e5,small,50,correlation,p50,1,[359]
GPQA_NOCHUNK,qwen4b,large,50,euclidean,p20,1,[45]
MMLU-Pro,nemotron,large,50,correlation,p50,1,[8]
GPQA_CHUNKED,qwen4b,large,50,cosine,p90,2,"[1, 343]"
IFEval,e5,small,30,euclidean,p95,2,"[494, 359]"
IFEval_NOCHUNK,nemotron,large,30,correlation,p50,2,"[1, 109]"
IFEval,bge,small,10,euclidean,p50,1,[359]
IFEval,gist,small,30,correlation,p20,1,[245]
GPQA,gist,small,50,correlation,p90,14,"[379, 426, 286, 87, 182, 53, 82, 156, 27, 204, 202, 170, 244, 280]"
MMLU-Pro,qwen4b,large,10,cosine,p50,2,"[46, 829]"
GPQA_CHUNKED,qwen4b,large,10,cosine,p10,1,[27]
GPQA_NOCHUNK,nemotron,large,20,cosine,p10,1,[1]
